gencode_id,gene_name,refseq_id
ENST00000366730,GUK1,NM_001242839
ENST00000312726,GUK1,NM_000858
ENST00000366728,GUK1,NM_001242840
ENST00000366718,GUK1,NM_001159391
ENST00000391865,GUK1,NM_001159390
ENST00000318443,CD276,NM_001024736
ENST00000318424,CD276,NM_025240
ENST00000276431,TNFRSF10B,NM_147187
ENST00000276431,TNFRSF10B,NM_003842
ENST00000246792,RRAS,NM_006270
ENST00000356205,SLC39A1,NM_001271958
ENST00000368621,SLC39A1,NM_001271959
ENST00000368621,SLC39A1,NM_001271957
ENST00000310483,SLC39A1,NM_014437
ENST00000310483,SLC39A1,NM_001271960
ENST00000297185,HSPA9,NM_004134
ENST00000361148,ZWINT,NM_001005413
ENST00000395405,ZWINT,NM_032997
ENST00000395405,ZWINT,NM_007057
ENST00000372979,ECD,NM_007265
ENST00000454759,ECD,NM_001135753
ENST00000430082,ECD,NM_001135752
ENST00000344683,MCPH1,NM_024596
ENST00000519480,MCPH1,NM_001172574
ENST00000522905,MCPH1,NM_001172575
ENST00000497524,AGTR1,NM_009585
ENST00000349243,AGTR1,NM_000685
ENST00000542281,AGTR1,NM_031850
ENST00000418473,AGTR1,NM_004835
ENST00000402260,AGTR1,NM_032049
ENST00000532798,CCDC179,NM_001195637
ENST00000347644,SLC28A2,NM_004212
ENST00000376747,UGGT2,NM_020121
ENST00000499003,FOXD1,NM_004472
ENST00000371692,FAM69B,NM_152421
ENST00000318607,PABPC1,NM_002568
ENST00000311772,PPP1R8,NM_014110
ENST00000236412,PPP1R8,NM_002713
ENST00000373931,PPP1R8,NM_138558
ENST00000583535,MYH3,NM_002470
ENST00000432929,KANK2,NM_001136191
ENST00000355150,KANK2,NM_015493
ENST00000216160,TAB1,NM_006116
ENST00000331454,TAB1,NM_153497
ENST00000533227,LUZP2,NM_001009909
ENST00000533227,LUZP2,NM_001252008
ENST00000389050,PP2D1,NM_001252657
ENST00000335895,BTF3,NM_001207
ENST00000380591,BTF3,NM_001037637
ENST00000309315,ZMIZ2,NM_031449
ENST00000265346,ZMIZ2,NM_174929
ENST00000378209,DFFB,NM_004402
ENST00000378206,DFFB,NM_001282669
ENST00000487694,ROBO2,NM_001128929
ENST00000461745,ROBO2,NM_002942
ENST00000264811,TRPC3,NM_003305
ENST00000379645,TRPC3,NM_001130698
ENST00000497771,LCN10,NM_001001712
ENST00000265723,ABCB4,NM_000443
ENST00000265723,ABCB4,NM_018849
ENST00000358400,ABCB4,NM_018850
ENST00000333972,ARHGEF25,NM_001111270
ENST00000286494,ARHGEF25,NM_182947
ENST00000341039,POP5,NM_198202
ENST00000357500,POP5,NM_015918
ENST00000263754,KAT2B,NM_003884
ENST00000237353,PMFBP1,NM_031293
ENST00000355636,PMFBP1,NM_001160213
ENST00000360565,SCAF1,NM_021228
ENST00000356297,PXDNL,NM_144651
ENST00000341184,MGAT3,NM_002409
ENST00000341184,MGAT3,NM_001098270
ENST00000396659,GATM,NM_001482
ENST00000415216,ANGPT2,NM_001147
ENST00000415216,ANGPT2,NM_001118888
ENST00000415216,ANGPT2,NM_001118887
ENST00000342833,FOXD4L3,NM_199135
ENST00000216962,PYGB,NM_002862
ENST00000253079,CCDC62,NM_201435
ENST00000341206,LCN6,NM_198946
ENST00000176763,STK10,NM_005990
ENST00000370944,ANKRD13C,NM_030816
ENST00000396396,PGM5,NM_021965
ENST00000327490,UBALD2,NM_182565
ENST00000219097,ORC6,NM_014321
ENST00000300688,ATP5L,NM_006476
ENST00000311124,SLC19A1,NM_194255
ENST00000380010,SLC19A1,NM_001205206
ENST00000485649,SLC19A1,NM_001205207
ENST00000325301,MIEF1,NM_019008
ENST00000558098,ZMYND11,NM_001202467
ENST00000558098,ZMYND11,NM_001202468
ENST00000397959,ZMYND11,NM_001202465
ENST00000309776,ZMYND11,NM_001202466
ENST00000309776,ZMYND11,NM_006624
ENST00000381607,ZMYND11,NM_001202464
ENST00000381602,ZMYND11,NM_212479
ENST00000371688,LCN8,NM_178469
ENST00000315870,ING3,NM_019071
ENST00000339121,ING3,NM_198267
ENST00000248211,ZNF10,NM_015394
ENST00000377311,TMEM252,NM_153237
ENST00000427805,RPL36A,NM_021029
ENST00000376705,HS6ST3,NM_153456
ENST00000355946,SH3PXD2A,NM_014631
ENST00000316144,LCN15,NM_203347
ENST00000262765,QRICH2,NM_032134
ENST00000324675,FAM187B,NM_152481
ENST00000319540,SCD5,NM_001037582
ENST00000273908,SCD5,NM_024906
ENST00000298440,OXGR1,NM_080818
ENST00000329271,GRPEL2,NM_152407
ENST00000349769,CPSF1,NM_013291
ENST00000285518,AGPAT5,NM_018361
ENST00000377776,ACTR3B,NM_001040135
ENST00000256001,ACTR3B,NM_020445
ENST00000398186,EFCAB9,NM_001171183
ENST00000379822,C15orf59,NM_001039614
ENST00000359875,HHLA3,NM_001036645
ENST00000370940,HHLA3,NM_001036646
ENST00000370940,HHLA3,NM_001031693
ENST00000279550,YBX3,NM_001145426
ENST00000228251,YBX3,NM_003651
ENST00000329286,RAB12,NM_001025300
ENST00000396128,KLHL28,NM_017658
ENST00000290079,TMEM141,NM_032928
ENST00000252050,CUL9,NM_015089
ENST00000393792,UBTD2,NM_152277
ENST00000373925,THEMIS2,NM_004848
ENST00000373927,THEMIS2,NM_001039477
ENST00000373921,THEMIS2,NM_001105556
ENST00000328928,THEMIS2,NM_001286113
ENST00000337304,ATF4,NM_001675
ENST00000396680,ATF4,NM_182810
ENST00000285848,OXA1L,NM_005015
ENST00000369689,RIPPLY2,NM_001009994
ENST00000299543,CTDP1,NM_001202504
ENST00000299543,CTDP1,NM_004715
ENST00000075430,CTDP1,NM_048368
ENST00000370836,HS6ST2,NM_147175
ENST00000521489,HS6ST2,NM_001077188
ENST00000304460,SLC6A19,NM_001003841
ENST00000251166,CORO7,NM_024535
ENST00000537233,CORO7,NM_001201472
ENST00000574025,CORO7,NM_001201473
ENST00000265382,PIP5K1B,NM_003558
ENST00000541509,PIP5K1B,NM_001278253
ENST00000360540,PCMTD1,NM_052937
ENST00000544451,PCMTD1,NM_001286783
ENST00000544451,PCMTD1,NM_001286782
ENST00000535547,TBC1D21,NM_001286434
ENST00000300504,TBC1D21,NM_153356
ENST00000273668,EAF2,NM_018456
ENST00000366714,GJC2,NM_020435
ENST00000297439,DEFB1,NM_005218
ENST00000311601,SH3PXD2B,NM_001017995
ENST00000345429,MBNL2,NM_144778
ENST00000343600,MBNL2,NM_207304
ENST00000297436,DEFA6,NM_001926
ENST00000366711,IBA57,NM_001010867
ENST00000577716,RNF43,NM_017763
ENST00000338005,CCDC183,NM_001039374
ENST00000297435,DEFA4,NM_001925
ENST00000377139,IRF3,NM_001571
ENST00000377139,IRF3,NM_001197125
ENST00000377139,IRF3,NM_001197122
ENST00000599223,IRF3,NM_001197124
ENST00000593922,IRF3,NM_001197123
ENST00000600022,IRF3,NM_001197127
ENST00000596765,IRF3,NM_001197128
ENST00000599144,IRF3,NM_001197126
ENST00000306688,LRRC45,NM_144999
ENST00000430297,FAM134A,NM_024293
ENST00000382692,DEFA1,NM_004084
ENST00000261921,LOXL1,NM_005576
ENST00000361790,LSR,NM_205834
ENST00000360798,LSR,NM_205835
ENST00000354900,LSR,NM_015925
ENST00000354900,LSR,NM_001260489
ENST00000605618,LSR,NM_001260490
ENST00000371224,ALDH18A1,NM_002860
ENST00000371221,ALDH18A1,NM_001017423
ENST00000392795,CD79B,NM_001039933
ENST00000006750,CD79B,NM_021602
ENST00000006750,CD79B,NM_000626
ENST00000382689,DEFA1B,NM_001042500
ENST00000250066,USP6,NM_004505
ENST00000370938,CTH,NM_001902
ENST00000346806,CTH,NM_153742
ENST00000411986,CTH,NM_001190463
ENST00000293362,PSME3,NM_176863
ENST00000293362,PSME3,NM_005789
ENST00000541124,PSME3,NM_001267045
ENST00000334678,RPS19BP1,NM_194326
ENST00000327857,DEFA3,NM_005217
ENST00000489711,SLC15A2,NM_021082
ENST00000295605,SLC15A2,NM_001145998
ENST00000361577,FAM179B,NM_015091
ENST00000460680,BAP1,NM_004656
ENST00000394264,FAM122A,NM_138333
ENST00000400308,PCBP3,NM_001130141
ENST00000449640,PCBP3,NM_020528
ENST00000330590,DEFA5,NM_021010
ENST00000305560,SPATA5L1,NM_024063
ENST00000409110,SAG,NM_000541
ENST00000263864,VAMP8,NM_003761
ENST00000377276,PRKACG,NM_002732
ENST00000294618,DOCK6,NM_020812
ENST00000245304,RAP2A,NM_021033
ENST00000382839,FAM193A,NM_003704
ENST00000382839,FAM193A,NM_001256667
ENST00000382839,FAM193A,NM_001256668
ENST00000324666,FAM193A,NM_001256666
ENST00000400078,ZNF705G,NM_001164457
ENST00000443673,CSNK2B,NM_001282385
ENST00000296785,ANKRA2,NM_023039
ENST00000318157,DEFB4B,NM_001205266
ENST00000377270,FXN,NM_000144
ENST00000396366,FXN,NM_181425
ENST00000396364,FXN,NM_001161706
ENST00000274569,PCYOX1L,NM_024028
ENST00000282957,CPB1,NM_001871
ENST00000318124,DEFB103B,NM_018661
ENST00000373935,IPMK,NM_152230
ENST00000376542,ABHD12,NM_015600
ENST00000339157,ABHD12,NM_001042472
ENST00000324642,SLC6A18,NM_182632
ENST00000316803,CABP1,NM_001033677
ENST00000288616,CABP1,NM_031205
ENST00000351200,CABP1,NM_004276
ENST00000223129,RPA3,NM_002947
ENST00000316249,KCNG2,NM_012283
ENST00000323777,HSF5,NM_001080439
ENST00000359758,SPAG11B,NM_058200
ENST00000361111,SPAG11B,NM_058202
ENST00000297498,SPAG11B,NM_016512
ENST00000458665,SPAG11B,NM_058207
ENST00000528168,SPAG11B,NM_058206
ENST00000398462,SPAG11B,NM_058201
ENST00000317900,SPAG11B,NM_058203
ENST00000306384,VAMP5,NM_006634
ENST00000369681,CYB5R4,NM_016230
ENST00000371663,RABL6,NM_001173988
ENST00000371663,RABL6,NM_024718
ENST00000371671,RABL6,NM_001173989
ENST00000357575,PQLC1,NM_001146345
ENST00000397778,PQLC1,NM_025078
ENST00000590381,PQLC1,NM_001146343
ENST00000326431,TMIE,NM_147196
ENST00000264664,FGF10,NM_004465
ENST00000358965,NUMA1,NM_001286561
ENST00000393695,NUMA1,NM_006185
ENST00000338270,ERAS,NM_181532
ENST00000456984,AGAP9,NM_001190810
ENST00000268489,ZFHX3,NM_006885
ENST00000397992,ZFHX3,NM_001164766
ENST00000369800,NEURL1B,NM_001142651
ENST00000263955,STK17B,NM_004226
ENST00000218230,PCSK1N,NM_013271
ENST00000468812,PPIA,NM_021130
ENST00000370931,PTGER3,NM_198714
ENST00000460330,PTGER3,NM_198716
ENST00000356595,PTGER3,NM_198718
ENST00000306666,PTGER3,NM_198719
ENST00000370924,PTGER3,NM_198715
ENST00000370932,PTGER3,NM_198717
ENST00000414819,PTGER3,NM_001126044
ENST00000457620,FAM25G,NM_001137549
ENST00000316169,DEFB104B,NM_001040702
ENST00000239223,DUSP1,NM_004417
ENST00000275732,GIGYF1,NM_022574
ENST00000261796,IL17B,NM_014443
ENST00000265724,ABCB1,NM_000927
ENST00000332435,ZNRD1,NM_170783
ENST00000376782,ZNRD1,NM_001278785
ENST00000359374,ZNRD1,NM_014596
ENST00000376785,ZNRD1,NM_001278786
ENST00000335479,DEFB106B,NM_001040704
ENST00000534358,KMT2A,NM_005933
ENST00000534358,KMT2A,NM_001197104
ENST00000358463,C16orf47,NM_207385
ENST00000259075,TANK,NM_004180
ENST00000392749,TANK,NM_001199135
ENST00000457476,TANK,NM_133484
ENST00000368607,CREB3L4,NM_001255980
ENST00000368607,CREB3L4,NM_130898
ENST00000368607,CREB3L4,NM_001255978
ENST00000368603,CREB3L4,NM_001255979
ENST00000368600,CREB3L4,NM_001255981
ENST00000394809,MYLK3,NM_182493
ENST00000335510,DEFB105B,NM_001040703
ENST00000396650,C15orf48,NM_197955
ENST00000344300,C15orf48,NM_032413
ENST00000225724,GOSR1,NM_001007024
ENST00000225724,GOSR1,NM_001007025
ENST00000225724,GOSR1,NM_004871
ENST00000448007,METTL21A,NM_145280
ENST00000411432,METTL21A,NM_001127395
ENST00000253083,HIP1R,NM_003959
ENST00000335263,WDR20,NM_181291
ENST00000322340,WDR20,NM_001242415
ENST00000342702,WDR20,NM_144574
ENST00000342702,WDR20,NM_001242418
ENST00000556807,WDR20,NM_001242416
ENST00000556511,WDR20,NM_181308
ENST00000454394,WDR20,NM_001242417
ENST00000424963,WDR20,NM_001242414
ENST00000219313,PSMD7,NM_002811
ENST00000536435,ZNF268,NM_003415
ENST00000536435,ZNF268,NM_001165885
ENST00000228289,ZNF268,NM_001165882
ENST00000228289,ZNF268,NM_001165881
ENST00000539248,ZNF268,NM_001165883
ENST00000542711,ZNF268,NM_001165886
ENST00000536899,ZNF268,NM_001165884
ENST00000541009,ZNF268,NM_152943
ENST00000592241,ZNF268,NM_001165887
ENST00000256737,ANO3,NM_031418
ENST00000356864,TNFRSF10C,NM_003841
ENST00000564777,STOML1,NM_001256674
ENST00000316900,STOML1,NM_001256675
ENST00000316900,STOML1,NM_001256677
ENST00000316900,STOML1,NM_001256672
ENST00000316900,STOML1,NM_004809
ENST00000561656,STOML1,NM_001256676
ENST00000316911,STOML1,NM_001256673
ENST00000436881,C9orf172,NM_001080482
ENST00000261867,SLC30A4,NM_013309
ENST00000393784,ERGIC1,NM_001031711
ENST00000376582,TIMM17B,NM_005834
ENST00000396779,TIMM17B,NM_001167947
ENST00000247665,PHPT1,NM_014172
ENST00000545326,PHPT1,NM_001135861
ENST00000545326,PHPT1,NM_001287343
ENST00000359865,SOGA2,NM_015210
ENST00000344416,ANXA8,NM_001271702
ENST00000344416,ANXA8,NM_001040084
ENST00000456111,ANXA8,NM_001271703
ENST00000348513,SMARCE1,NM_003079
ENST00000355765,PRPF39,NM_017922
ENST00000285697,C16orf87,NM_001001436
ENST00000289528,ZFAND2B,NM_001270999
ENST00000289528,ZFAND2B,NM_138802
ENST00000289528,ZFAND2B,NM_001270998
ENST00000312584,TNFRSF10D,NM_003840
ENST00000451882,HSBP1L1,NM_001136180
ENST00000446526,PRPSAP1,NM_002766
ENST00000304735,VASN,NM_138440
ENST00000370920,ZRANB2,NM_203350
ENST00000254821,ZRANB2,NM_005455
ENST00000224950,OBFC1,NM_024928
ENST00000355602,DEFB107B,NM_001040705
ENST00000404898,CACNA1I,NM_001003406
ENST00000402142,CACNA1I,NM_021096
ENST00000269601,TXNL4A,NM_006701
ENST00000317446,MAMDC4,NM_206920
ENST00000358241,RTP2,NM_001004312
ENST00000533250,PRR23D1,NM_001282479
ENST00000221132,TNFRSF10A,NM_003844
ENST00000340124,GPT2,NM_133443
ENST00000440783,GPT2,NM_001142466
ENST00000343550,USF2,NM_207291
ENST00000222305,USF2,NM_003367
ENST00000528972,PRR23D2,NM_001282478
ENST00000261574,IPO5,NM_002271
ENST00000335021,DEFB107A,NM_001037668
ENST00000262460,GINS1,NM_021067
ENST00000455601,MUC15,NM_145650
ENST00000529533,MUC15,NM_001135091
ENST00000281268,MUC15,NM_001135092
ENST00000334773,DEFB105A,NM_152250
ENST00000320442,SLC26A10,NM_133489
ENST00000335186,DEFB106A,NM_152251
ENST00000368666,WISP3,NM_198239
ENST00000230529,WISP3,NM_003880
ENST00000314265,DEFB104A,NM_080389
ENST00000377245,TJP2,NM_004817
ENST00000348208,TJP2,NM_201629
ENST00000265384,TJP2,NM_001170630
ENST00000535702,TJP2,NM_001170415
ENST00000539225,TJP2,NM_001170416
ENST00000453658,TJP2,NM_001170414
ENST00000310396,CPED1,NM_024913
ENST00000450913,CPED1,NM_001105533
ENST00000306897,RAC3,NM_005052
ENST00000318388,NDUFV2,NM_021074
ENST00000259818,TUBB2B,NM_178012
ENST00000315170,PRSS50,NM_013270
ENST00000554922,EML5,NM_183387
ENST00000262375,DNAJA3,NM_005147
ENST00000355296,DNAJA3,NM_001135110
ENST00000431375,DNAJA3,NM_001286516
ENST00000463091,PRSS46,NM_001205271
ENST00000260983,HECW2,NM_020760
ENST00000371649,EDF1,NM_001281297
ENST00000224073,EDF1,NM_001281298
ENST00000224073,EDF1,NM_003792
ENST00000224073,EDF1,NM_001281299
ENST00000371648,EDF1,NM_153200
ENST00000396005,SLC5A12,NM_178498
ENST00000507110,MRPS30,NM_016640
ENST00000252453,C19orf80,NM_018687
ENST00000326558,SPAG11A,NM_001081552
ENST00000442359,PRSS45,NM_199183
ENST00000397677,CHMP7,NM_152272
ENST00000357731,NEGR1,NM_173808
ENST00000306698,SGOL1,NM_138484
ENST00000306698,SGOL1,NM_001199256
ENST00000419233,SGOL1,NM_001199254
ENST00000419233,SGOL1,NM_001012412
ENST00000263753,SGOL1,NM_001012410
ENST00000263753,SGOL1,NM_001199252
ENST00000442720,SGOL1,NM_001012413
ENST00000442720,SGOL1,NM_001199255
ENST00000412997,SGOL1,NM_001199251
ENST00000437051,SGOL1,NM_001012411
ENST00000417364,SGOL1,NM_001199253
ENST00000383774,SGOL1,NM_001199257
ENST00000412868,SGOL1,NM_001012409
ENST00000361605,C1orf174,NM_207356
ENST00000220531,BLOC1S6,NM_012388
ENST00000296046,CPA3,NM_001870
ENST00000429665,PRSS42,NM_182702
ENST00000373912,RPA2,NM_002946
ENST00000323456,MTMR4,NM_004687
ENST00000515435,CSNK1A1,NM_001271742
ENST00000377843,CSNK1A1,NM_001271741
ENST00000377843,CSNK1A1,NM_001892
ENST00000377843,CSNK1A1,NM_001025105
ENST00000318627,FIBIN,NM_203371
ENST00000378190,AJAP1,NM_001042478
ENST00000378191,AJAP1,NM_018836
ENST00000406870,BCL6,NM_001706
ENST00000232014,BCL6,NM_001130845
ENST00000450123,BCL6,NM_001134738
ENST00000292327,MYL3,NM_000258
ENST00000272644,GPR17,NM_001161417
ENST00000272644,GPR17,NM_005291
ENST00000272644,GPR17,NM_001161416
ENST00000544369,GPR17,NM_001161415
ENST00000296792,UTP15,NM_032175
ENST00000508491,UTP15,NM_001284430
ENST00000543251,UTP15,NM_001284431
ENST00000240687,TAS2R7,NM_023919
ENST00000240615,TAS2R8,NM_023918
ENST00000240691,TAS2R9,NM_023917
ENST00000339953,CLEC18B,NM_001011880
ENST00000263182,BBOX1,NM_003986
ENST00000316737,TSPAN16,NM_012466
ENST00000592955,TSPAN16,NM_001282510
ENST00000590327,TSPAN16,NM_001282509
ENST00000247668,TRAF2,NM_021138
ENST00000361866,COL6A1,NM_001848
ENST00000302763,CTNNA1,NM_001903
ENST00000354431,LRRIQ3,NM_001105659
ENST00000303230,HCN1,NM_021072
ENST00000284548,OBSCN,NM_052843
ENST00000570156,OBSCN,NM_001271223
ENST00000422127,OBSCN,NM_001098623
ENST00000544994,PRR4,NM_001098538
ENST00000228811,PRR4,NM_007244
ENST00000222690,H2AFV,NM_138635
ENST00000349299,H2AFV,NM_201517
ENST00000308153,H2AFV,NM_012412
ENST00000350771,H2AFV,NM_201436
ENST00000381124,H2AFV,NM_201516
ENST00000333926,CISD1,NM_018464
ENST00000317089,DNAJA2,NM_005880
ENST00000375006,PFKFB1,NM_001271804
ENST00000375006,PFKFB1,NM_002625
ENST00000545676,PFKFB1,NM_001271805
ENST00000376772,PPP1R11,NM_021959
ENST00000264057,DGKD,NM_152879
ENST00000409813,DGKD,NM_003648
ENST00000246785,BCL2L12,NM_138639
ENST00000246785,BCL2L12,NM_001040668
ENST00000373894,SMPDL3B,NM_014474
ENST00000373888,SMPDL3B,NM_001009568
ENST00000306368,RNF181,NM_016494
ENST00000404039,DPP6,NM_130797
ENST00000404039,DPP6,NM_001936
ENST00000404039,DPP6,NM_001039350
ENST00000378156,NPHP4,NM_015102
ENST00000447146,PQBP1,NM_001167990
ENST00000376563,PQBP1,NM_001167989
ENST00000376563,PQBP1,NM_001032383
ENST00000376563,PQBP1,NM_001032381
ENST00000376563,PQBP1,NM_001032382
ENST00000376566,PQBP1,NM_144495
ENST00000218224,PQBP1,NM_005710
ENST00000396763,PQBP1,NM_001032384
ENST00000271843,JTB,NM_006694
ENST00000310581,TERT,NM_198253
ENST00000310581,TERT,NM_001193376
ENST00000370898,FPGT,NM_003838
ENST00000370898,FPGT,NM_001199329
ENST00000370898,FPGT,NM_001199328
ENST00000283429,NMRAL1,NM_020677
ENST00000327906,PHF7,NM_016483
ENST00000347025,PHF7,NM_001278221
ENST00000222120,RAB3D,NM_004283
ENST00000388738,KIAA1109,NM_015312
ENST00000306315,ZNF608,NM_020747
ENST00000373910,UBE2D1,NM_003338
ENST00000373910,UBE2D1,NM_001204880
ENST00000325285,FBXW5,NM_018998
ENST00000257515,FAM189A2,NM_004816
ENST00000455972,FAM189A2,NM_001127608
ENST00000395135,PML,NM_002675
ENST00000395132,PML,NM_033247
ENST00000268059,PML,NM_033239
ENST00000268059,PML,NM_033244
ENST00000354026,PML,NM_033250
ENST00000268058,PML,NM_033238
ENST00000435786,PML,NM_033240
ENST00000564428,PML,NM_033249
ENST00000359928,PML,NM_033246
ENST00000328697,CCDC34,NM_030771
ENST00000317945,CCDC34,NM_080654
ENST00000306735,RBFA,NM_024805
ENST00000262197,RBFA,NM_001171967
ENST00000228506,MLEC,NM_014730
ENST00000400693,OR2H1,NM_030883
ENST00000322313,WDR33,NM_018383
ENST00000393006,WDR33,NM_001006623
ENST00000409658,WDR33,NM_001006622
ENST00000223145,GLCCI1,NM_138426
ENST00000302783,TTC36,NM_001080441
ENST00000510267,TNIP2,NM_001161527
ENST00000315423,TNIP2,NM_024309
ENST00000257776,MRAP2,NM_138409
ENST00000593256,TMEM205,NM_001145416
ENST00000586956,TMEM205,NM_198536
ENST00000447337,TMEM205,NM_033408
ENST00000449590,PTH1R,NM_000316
ENST00000430002,PTH1R,NM_001184744
ENST00000290390,C2orf81,NM_001145054
ENST00000265381,APBA1,NM_001163
ENST00000262126,ANKRD12,NM_015208
ENST00000400020,ANKRD12,NM_001204056
ENST00000383440,ANKRD12,NM_001083625
ENST00000205061,GLG1,NM_012201
ENST00000422840,GLG1,NM_001145667
ENST00000447066,GLG1,NM_001145666
ENST00000224181,C8G,NM_000606
ENST00000344651,UNC119B,NM_001080533
ENST00000334462,TMEM150A,NM_001031738
ENST00000379214,LGR4,NM_018490
ENST00000370899,FPGT-TNNI3K,NM_001199327
ENST00000535225,SLC4A8,NM_001258402
ENST00000535225,SLC4A8,NM_001267615
ENST00000453097,SLC4A8,NM_001039960
ENST00000453097,SLC4A8,NM_001258401
ENST00000514353,SLC4A8,NM_001258403
ENST00000262198,ADNP2,NM_014913
ENST00000341516,DCAF5,NM_003861
ENST00000341516,DCAF5,NM_001284207
ENST00000557386,DCAF5,NM_001284206
ENST00000389997,DCAF5,NM_001284208
ENST00000428956,C4A,NM_007293
ENST00000498271,C4A,NM_001252204
ENST00000595437,FARP1,NM_001286839
ENST00000319562,FARP1,NM_005766
ENST00000376581,FARP1,NM_001001715
ENST00000257766,KIAA1009,NM_001286206
ENST00000403245,KIAA1009,NM_014895
ENST00000328709,COA5,NM_001008215
ENST00000314357,DEFB103A,NM_001081551
ENST00000388887,STAB2,NM_017564
ENST00000340434,PTAR1,NM_001099666
ENST00000348227,WDR54,NM_032118
ENST00000371633,LCN12,NM_178536
ENST00000302247,DEFB4A,NM_004942
ENST00000305883,KLF11,NM_003597
ENST00000540845,KLF11,NM_001177716
ENST00000535335,KLF11,NM_001177718
ENST00000562435,NETO2,NM_018092
ENST00000303155,NETO2,NM_001201477
ENST00000570646,HMOX2,NM_002134
ENST00000458134,HMOX2,NM_001127204
ENST00000458134,HMOX2,NM_001286267
ENST00000219700,HMOX2,NM_001286268
ENST00000575120,HMOX2,NM_001286271
ENST00000398595,HMOX2,NM_001286270
ENST00000406590,HMOX2,NM_001127206
ENST00000414777,HMOX2,NM_001127205
ENST00000400120,ZNF705B,NM_001193630
ENST00000265100,RPL26L1,NM_016093
ENST00000357765,UNC50,NM_014044
ENST00000265806,R3HCC1,NM_001136108
ENST00000240619,TAS2R10,NM_023921
ENST00000262120,TWSG1,NM_020648
ENST00000568606,SQRDL,NM_001271213
ENST00000260324,SQRDL,NM_021199
ENST00000428168,PRH1,NM_006250
ENST00000396062,FKBP3,NM_002013
ENST00000390677,TAS2R13,NM_023920
ENST00000377197,C9orf135,NM_001010940
ENST00000330777,SGK223,NM_001080826
ENST00000392209,CCNYL1,NM_152523
ENST00000339882,CCNYL1,NM_001142300
ENST00000381847,PRH2,NM_005042
ENST00000396400,PRH2,NM_001110213
ENST00000368575,RAB13,NM_002870
ENST00000303221,EMB,NM_198449
ENST00000519106,CLDN23,NM_194284
ENST00000395699,PURB,NM_033224
ENST00000383432,RALBP1,NM_006788
ENST00000231721,SEMA3G,NM_020163
ENST00000276282,MFHAS1,NM_004225
ENST00000508501,LIMCH1,NM_001112718
ENST00000512946,LIMCH1,NM_001112717
ENST00000313860,LIMCH1,NM_014988
ENST00000396595,LIMCH1,NM_001112719
ENST00000381753,LIMCH1,NM_001112720
ENST00000442938,TMEM25,NM_001144038
ENST00000354284,TMEM25,NM_001144037
ENST00000354064,TMEM25,NM_001144036
ENST00000313236,TMEM25,NM_032780
ENST00000359862,TMEM25,NM_001144035
ENST00000359862,TMEM25,NM_001144034
ENST00000402384,ICA1,NM_001136020
ENST00000396675,ICA1,NM_022307
ENST00000406470,ICA1,NM_001276478
ENST00000406470,ICA1,NM_004968
ENST00000242592,ACADS,NM_000017
ENST00000345003,GYG1,NM_004130
ENST00000296048,GYG1,NM_001184720
ENST00000484197,GYG1,NM_001184721
ENST00000303151,POP7,NM_005837
ENST00000326637,TNNI3K,NM_015978
ENST00000370891,TNNI3K,NM_001112808
ENST00000368662,TUBE1,NM_016262
ENST00000371625,PTGDS,NM_000954
ENST00000242505,FAM149B1,NM_173348
ENST00000377182,MAMDC2,NM_153267
ENST00000598398,HAMP,NM_021175
ENST00000252723,EPO,NM_000799
ENST00000391851,PRMT1,NM_198318
ENST00000454376,PRMT1,NM_001536
ENST00000537503,TAS2R14,NM_023922
ENST00000429586,ABCF3,NM_018358
ENST00000458408,CCDC159,NM_001080503
ENST00000284551,TRIM11,NM_145214
ENST00000267291,RNF113B,NM_178861
ENST00000278886,NINL,NM_025176
ENST00000258787,MYO1G,NM_033054
ENST00000250263,ERI1,NM_153332
ENST00000506868,TAS2R50,NM_176890
ENST00000370746,BEND6,NM_152731
ENST00000538986,TAS2R20,NM_176889
ENST00000390673,TAS2R19,NM_176888
ENST00000374987,APEX2,NM_014481
ENST00000289488,LRTOMT,NM_001271471
ENST00000289488,LRTOMT,NM_145309
ENST00000423494,LRTOMT,NM_001205138
ENST00000447974,LRTOMT,NM_001145307
ENST00000419228,LRTOMT,NM_001145310
ENST00000435085,LRTOMT,NM_001145309
ENST00000307198,LRTOMT,NM_001145308
ENST00000390675,TAS2R31,NM_176885
ENST00000533467,TAS2R46,NM_176887
ENST00000531678,TAS2R43,NM_176884
ENST00000539585,TAS2R30,NM_001097643
ENST00000353265,PARD6G,NM_032510
ENST00000408973,LCNL1,NM_207510
ENST00000334266,TAS2R42,NM_181429
ENST00000563332,CDIP1,NM_001199054
ENST00000567695,CDIP1,NM_013399
ENST00000563507,CDIP1,NM_001199055
ENST00000562334,CDIP1,NM_001199056
ENST00000353487,SPPL3,NM_139015
ENST00000265993,TCTN3,NM_015631
ENST00000430368,TCTN3,NM_001143973
ENST00000392213,MAG,NM_002361
ENST00000361922,MAG,NM_080600
ENST00000537831,MAG,NM_001199216
ENST00000371620,C9orf142,NM_183241
ENST00000519374,ATP6V0E1,NM_003945
ENST00000361138,SMC5,NM_015110
ENST00000333677,ARHGEF37,NM_001001669
ENST00000366698,TRIM17,NM_016102
ENST00000295033,TRIM17,NM_001024940
ENST00000456946,TRIM17,NM_001134855
ENST00000435607,SCN4A,NM_000334
ENST00000397517,STK24,NM_001032296
ENST00000376547,STK24,NM_003576
